Unnamed: 0,GeoName,GeoFIPS,Quantity index,Thousands of chained 2012 dollars,Thousands of dollars,County,State,State and County
2051,"New Castle, DE"," ""10003""",94.831,43989132,55874458,New Castle,DE,DE New Castle
2725,"Sussex, DE"," ""10005""",131.307,12382966,15301229,Sussex,DE,DE Sussex
23,"Alachua, FL"," ""12001""",126.692,13560730,16672138,Alachua,FL,FL Alachua
115,"Baker, FL"," ""12003""",123.24,649941,810732,Baker,FL,FL Baker
148,"Bay, FL"," ""12005""",119.011,8291985,10269545,Bay,FL,FL Bay
254,"Bradford, FL"," ""12007""",114.282,627864,773155,Bradford,FL,FL Bradford
266,"Brevard, FL"," ""12009""",134.779,26063192,30589541,Brevard,FL,FL Brevard
280,"Broward, FL"," ""12011""",128.226,104922673,127254783,Broward,FL,FL Broward
345,"Calhoun, FL"," ""12013""",120.269,261426,334464,Calhoun,FL,FL Calhoun
448,"Charlotte, FL"," ""12015""",137.316,5606798,6911071,Charlotte,FL,FL Charlotte
505,"Citrus, FL"," ""12017""",114.835,4151554,5247686,Citrus,FL,FL Citrus
547,"Clay, FL"," ""12019""",132.681,5190345,6385972,Clay,FL,FL Clay
606,"Collier, FL"," ""12021""",143.843,19298525,24020049,Collier,FL,FL Collier
612,"Columbia, FL"," ""12023""",128.387,2293640,2867288,Columbia,FL,FL Columbia
749,"DeSoto, FL"," ""12027""",115.946,935790,1069168,DeSoto,FL,FL DeSoto
796,"Dixie, FL"," ""12029""",132.885,300476,386263,Dixie,FL,FL Dixie
837,"Duval, FL"," ""12031""",132.815,64216389,78166365,Duval,FL,FL Duval
888,"Escambia, FL"," ""12033""",120.112,15075160,18538362,Escambia,FL,FL Escambia
933,"Flagler, FL"," ""12035""",148.22,2932538,3622445,Flagler,FL,FL Flagler
959,"Franklin, FL"," ""12037""",106.52,364137,446179,Franklin,FL,FL Franklin
1002,"Gadsden, FL"," ""12039""",102.351,1193546,1485074,Gadsden,FL,FL Gadsden
1037,"Gilchrist, FL"," ""12041""",129.053,371967,430633,Gilchrist,FL,FL Gilchrist
1046,"Glades, FL"," ""12043""",148.576,347556,383959,Glades,FL,FL Glades
1144,"Gulf, FL"," ""12045""",135.878,428090,527676,Gulf,FL,FL Gulf
1159,"Hamilton, FL"," ""12047""",116.659,418119,539641,Hamilton,FL,FL Hamilton
1189,"Hardee, FL"," ""12049""",91.823,992754,1148716,Hardee,FL,FL Hardee
1242,"Hendry, FL"," ""12051""",111.921,1313038,1474682,Hendry,FL,FL Hendry
1256,"Hernando, FL"," ""12053""",129.592,4298015,5301331,Hernando,FL,FL Hernando
1266,"Highlands, FL"," ""12055""",103.62,2428533,2894022,Highlands,FL,FL Highlands
1269,"Hillsborough, FL"," ""12057""",133.895,91387771,110060883,Hillsborough,FL,FL Hillsborough
1279,"Holmes, FL"," ""12059""",125.253,389389,472689,Holmes,FL,FL Holmes
1335,"Indian River, FL"," ""12061""",137.823,6557964,8063835,Indian River,FL,FL Indian River
1363,"Jackson, FL"," ""12063""",112.818,1280330,1622034,Jackson,FL,FL Jackson
1401,"Jefferson, FL"," ""12065""",107.272,299829,346943,Jefferson,FL,FL Jefferson
1549,"Lafayette, FL"," ""12067""",99.842,159324,172380,Lafayette,FL,FL Lafayette
1560,"Lake, FL"," ""12069""",137.528,10123924,12557952,Lake,FL,FL Lake
1620,"Lee, FL"," ""12071""",142.01,32191829,39813620,Lee,FL,FL Lee
1636,"Leon, FL"," ""12073""",112.129,14248663,17499450,Leon,FL,FL Leon
1640,"Levy, FL"," ""12075""",142.957,1018601,1251113,Levy,FL,FL Levy
1650,"Liberty, FL"," ""12077""",147.149,227372,290489,Liberty,FL,FL Liberty
1749,"Madison, FL"," ""12079""",108.395,396448,477303,Madison,FL,FL Madison
1773,"Manatee, FL"," ""12081""",141.637,15010773,18486672,Manatee,FL,FL Manatee
1784,"Marion, FL"," ""12083""",132.126,10436152,12907979,Marion,FL,FL Marion
1815,"Martin, FL"," ""12085""",116.194,7470991,9242149,Martin,FL,FL Martin
1903,"Miami-Dade, FL"," ""12086""",128.148,151903098,186265336,Miami-Dade,FL,FL Miami-Dade
1949,"Monroe, FL"," ""12087""",119.963,4907293,6105662,Monroe,FL,FL Monroe
2035,"Nassau, FL"," ""12089""",136.64,2753719,3426493,Nassau,FL,FL Nassau
2113,"Okaloosa, FL"," ""12091""",129.465,12082625,14558289,Okaloosa,FL,FL Okaloosa
2115,"Okeechobee, FL"," ""12093""",175.196,1669033,1945246,Okeechobee,FL,FL Okeechobee
2132,"Orange, FL"," ""12095""",135.884,94827932,114193711,Orange,FL,FL Orange
2148,"Osceola, FL"," ""12097""",151.682,11025087,13790534,Osceola,FL,FL Osceola
2178,"Palm Beach, FL"," ""12099""",138.774,84473026,103627747,Palm Beach,FL,FL Palm Beach
2190,"Pasco, FL"," ""12101""",140.105,13832157,17157117,Pasco,FL,FL Pasco
2264,"Pinellas, FL"," ""12103""",121.873,48581314,58189201,Pinellas,FL,FL Pinellas
2287,"Polk, FL"," ""12105""",134.645,26955415,33144404,Polk,FL,FL Polk
2346,"Putnam, FL"," ""12107""",95.763,2062665,2584846,Putnam,FL,FL Putnam
2515,"Santa Rosa, FL"," ""12113""",132.926,4691359,5770655,Santa Rosa,FL,FL Santa Rosa
2516,"Sarasota, FL"," ""12115""",151.183,21447674,26259341,Sarasota,FL,FL Sarasota
2553,"Seminole, FL"," ""12117""",143.416,22286451,26737776,Seminole,FL,FL Seminole
2650,"St Johns, FL"," ""12109""",168.174,10133714,12577700,St Johns,FL,FL St Johns
2657,"St Lucie, FL"," ""12111""",123.439,9228856,11520062,St Lucie,FL,FL St Lucie
2718,"Sumter, FL"," ""12119""",186.359,4375621,5507387,Sumter,FL,FL Sumter
2730,"Suwannee, FL"," ""12121""",119.492,1237570,1413575,Suwannee,FL,FL Suwannee
2750,"Taylor, FL"," ""12123""",95.915,632987,795059,Taylor,FL,FL Taylor
2839,"Union, FL"," ""12125""",102.085,293140,382091,Union,FL,FL Union
2888,"Volusia, FL"," ""12127""",123.217,17699199,21893574,Volusia,FL,FL Volusia
2897,"Wakulla, FL"," ""12129""",122.813,644353,817495,Wakulla,FL,FL Wakulla
2908,"Walton, FL"," ""12131""",170.76,3460959,4341108,Walton,FL,FL Walton
2940,"Washington, FL"," ""12133""",113.614,580891,737497,Washington,FL,FL Washington
901,"Fairfax, Fairfax City + Falls Church, VA*"," ""51919""",118.761,119541723,137690475,Fairfax,VA,VA Fairfax
74,"Appling, GA"," ""13001""",102.677,1449607,1907637,Appling,GA,GA Appling
99,"Atkinson, GA"," ""13003""",129.693,214131,285076,Atkinson,GA,GA Atkinson
113,"Bacon, GA"," ""13005""",113.073,321024,386985,Bacon,GA,GA Bacon
116,"Baker, GA"," ""13007""",68.005,67027,74630,Baker,GA,GA Baker
119,"Baldwin, GA"," ""13009""",99.75,1245149,1575236,Baldwin,GA,GA Baldwin
124,"Banks, GA"," ""13011""",121.705,407681,473319,Banks,GA,GA Banks
136,"Barrow, GA"," ""13013""",138.831,2198748,2789253,Barrow,GA,GA Barrow
142,"Bartow, GA"," ""13015""",123.623,4751466,5872590,Bartow,GA,GA Bartow
172,"Ben Hill, GA"," ""13017""",99.34,468279,618613,Ben Hill,GA,GA Ben Hill
194,"Berrien, GA"," ""13019""",80.401,340390,418634,Berrien,GA,GA Berrien
200,"Bibb, GA"," ""13021""",106.206,7611295,9204709,Bibb,GA,GA Bibb
217,"Bleckley, GA"," ""13023""",77.48,212897,270342,Bleckley,GA,GA Bleckley
259,"Brantley, GA"," ""13025""",120.981,232113,300269,Brantley,GA,GA Brantley
276,"Brooks, GA"," ""13027""",175.667,462472,592130,Brooks,GA,GA Brooks
293,"Bryan, GA"," ""13029""",162.598,1049356,1327077,Bryan,GA,GA Bryan
305,"Bulloch, GA"," ""13031""",123.562,2280420,2873671,Bulloch,GA,GA Bulloch
309,"Burke, GA"," ""13033""",143.303,2736235,3506549,Burke,GA,GA Burke
329,"Butts, GA"," ""13035""",138.742,676770,857150,Butts,GA,GA Butts
346,"Calhoun, GA"," ""13037""",78.867,105246,132756,Calhoun,GA,GA Calhoun
361,"Camden, GA"," ""13039""",99.264,1709991,2091947,Camden,GA,GA Camden
375,"Candler, GA"," ""13043""",111.194,252624,321783,Candler,GA,GA Candler
391,"Carroll, GA"," ""13045""",130.183,4928255,5921898,Carroll,GA,GA Carroll
426,"Catoosa, GA"," ""13047""",111.216,1419287,1793063,Catoosa,GA,GA Catoosa
450,"Charlton, GA"," ""13049""",102.092,187551,232244,Charlton,GA,GA Charlton
453,"Chatham, GA"," ""13051""",124.401,17759786,21961700,Chatham,GA,GA Chatham
455,"Chattahoochee, GA"," ""13053""",77.427,1513138,1812064,Chattahoochee,GA,GA Chattahoochee
456,"Chattooga, GA"," ""13055""",96.024,482512,590607,Chattooga,GA,GA Chattooga
466,"Cherokee, GA"," ""13057""",142.951,7429347,9248071,Cherokee,GA,GA Cherokee
540,"Clarke, GA"," ""13059""",114.764,6992495,8712609,Clarke,GA,GA Clarke
548,"Clay, GA"," ""13061""",150.029,84067,106748,Clay,GA,GA Clay
563,"Clayton, GA"," ""13063""",105.968,14342808,16283997,Clayton,GA,GA Clayton
575,"Clinch, GA"," ""13065""",103.313,211911,262524,Clinch,GA,GA Clinch
588,"Cobb, GA"," ""13067""",140.969,52448079,62965045,Cobb,GA,GA Cobb
595,"Coffee, GA"," ""13069""",127.033,1443886,1751462,Coffee,GA,GA Coffee
610,"Colquitt, GA"," ""13071""",120.627,1341785,1736451,Colquitt,GA,GA Colquitt
613,"Columbia, GA"," ""13073""",129.835,3963964,4974195,Columbia,GA,GA Columbia
633,"Cook, GA"," ""13075""",118.032,346291,436702,Cook,GA,GA Cook
653,"Coweta, GA"," ""13077""",152.176,4805398,5930335,Coweta,GA,GA Coweta
662,"Crawford, GA"," ""13079""",92.054,146434,171661,Crawford,GA,GA Crawford
674,"Crisp, GA"," ""13081""",130.378,795574,1036652,Crisp,GA,GA Crisp
707,"Dade, GA"," ""13083""",125.985,401695,476486,Dade,GA,GA Dade
735,"Dawson, GA"," ""13085""",134.936,865497,1066531,Dawson,GA,GA Dawson
744,"DeKalb, GA"," ""13089""",124.338,38922069,46898417,DeKalb,GA,GA DeKalb
754,"Decatur, GA"," ""13087""",103.938,768370,994392,Decatur,GA,GA Decatur
799,"Dodge, GA"," ""13091""",87.148,382681,477589,Dodge,GA,GA Dodge
806,"Dooly, GA"," ""13093""",110.629,332890,413257,Dooly,GA,GA Dooly
810,"Dougherty, GA"," ""13095""",98.802,4056962,4987518,Dougherty,GA,GA Dougherty
812,"Douglas, GA"," ""13097""",138.638,4444954,5578993,Douglas,GA,GA Douglas
844,"Early, GA"," ""13099""",82.131,418180,524688,Early,GA,GA Early
847,"Echols, GA"," ""13101""",105.083,39411,49560,Echols,GA,GA Echols
859,"Effingham, GA"," ""13103""",111.878,1853923,2392657,Effingham,GA,GA Effingham
866,"Elbert, GA"," ""13105""",104.192,591818,729473,Elbert,GA,GA Elbert
878,"Emanuel, GA"," ""13107""",117.91,634861,801966,Emanuel,GA,GA Emanuel
899,"Evans, GA"," ""13109""",99.857,319747,395593,Evans,GA,GA Evans
908,"Fannin, GA"," ""13111""",139.395,729848,927073,Fannin,GA,GA Fannin
916,"Fayette, GA"," ""13113""",131.731,5049262,6270399,Fayette,GA,GA Fayette
938,"Floyd, GA"," ""13115""",103.911,3718784,4539453,Floyd,GA,GA Floyd
952,"Forsyth, GA"," ""13117""",134.668,10072797,12165158,Forsyth,GA,GA Forsyth
960,"Franklin, GA"," ""13119""",132.728,915353,1036877,Franklin,GA,GA Franklin
994,"Fulton, GA"," ""13121""",145.756,174408744,202341615,Fulton,GA,GA Fulton
1042,"Gilmer, GA"," ""13123""",116.172,855505,1003712,Gilmer,GA,GA Gilmer
1048,"Glascock, GA"," ""13125""",95.042,29719,37864,Glascock,GA,GA Glascock
1053,"Glynn, GA"," ""13127""",107.679,3604937,4564040,Glynn,GA,GA Glynn
1062,"Gordon, GA"," ""13129""",120.65,2226169,2636051,Gordon,GA,GA Gordon
1066,"Grady, GA"," ""13131""",107.25,583561,737781,Grady,GA,GA Grady
1112,"Greene, GA"," ""13133""",143.974,745340,925687,Greene,GA,GA Greene
1147,"Gwinnett, GA"," ""13135""",128.861,47636908,57007581,Gwinnett,GA,GA Gwinnett
1149,"Habersham, GA"," ""13137""",105.768,1316778,1587584,Habersham,GA,GA Habersham
1155,"Hall, GA"," ""13139""",147.885,10987617,13561088,Hall,GA,GA Hall
1174,"Hancock, GA"," ""13141""",102.865,142162,186861,Hancock,GA,GA Hancock
1188,"Haralson, GA"," ""13143""",122.471,832200,962127,Haralson,GA,GA Haralson
1209,"Harris, GA"," ""13145""",126.957,495274,611071,Harris,GA,GA Harris
1219,"Hart, GA"," ""13147""",115.465,801472,929584,Hart,GA,GA Hart
1233,"Heard, GA"," ""13149""",92.067,1102381,1442640,Heard,GA,GA Heard
1247,"Henry, GA"," ""13151""",140.726,6702371,8296829,Henry,GA,GA Henry
1296,"Houston, GA"," ""13153""",110.816,6517036,7983297,Houston,GA,GA Houston
1350,"Irwin, GA"," ""13155""",99.423,188995,242857,Irwin,GA,GA Irwin
1364,"Jackson, GA"," ""13157""",177.352,3549219,4392676,Jackson,GA,GA Jackson
1385,"Jasper, GA"," ""13159""",108.215,269252,339442,Jasper,GA,GA Jasper
1394,"Jeff Davis, GA"," ""13161""",101.656,362783,496417,Jeff Davis,GA,GA Jeff Davis
1402,"Jefferson, GA"," ""13163""",113.129,527556,671261,Jefferson,GA,GA Jefferson
1424,"Jenkins, GA"," ""13165""",114.579,144459,177724,Jenkins,GA,GA Jenkins
1435,"Johnson, GA"," ""13167""",85.968,109155,140591,Johnson,GA,GA Johnson
1448,"Jones, GA"," ""13169""",112.243,407558,516860,Jones,GA,GA Jones
1571,"Lamar, GA"," ""13171""",114.258,409886,521552,Lamar,GA,GA Lamar
1585,"Lanier, GA"," ""13173""",89.516,107641,145880,Lanier,GA,GA Lanier
1598,"Laurens, GA"," ""13175""",116.596,1648226,2051781,Laurens,GA,GA Laurens
1621,"Lee, GA"," ""13177""",122.747,664314,839987,Lee,GA,GA Lee
1651,"Liberty, GA"," ""13179""",95.164,3446542,4224101,Liberty,GA,GA Liberty
1659,"Lincoln, GA"," ""13181""",99.451,116079,150421,Lincoln,GA,GA Lincoln
1706,"Long, GA"," ""13183""",124.078,161036,203745,Long,GA,GA Long
1719,"Lowndes, GA"," ""13185""",110.324,4608501,5742182,Lowndes,GA,GA Lowndes
1725,"Lumpkin, GA"," ""13187""",131.69,825137,1043973,Lumpkin,GA,GA Lumpkin
1740,"Macon, GA"," ""13193""",99.001,379708,437652,Macon,GA,GA Macon
1750,"Madison, GA"," ""13195""",125.11,520266,601343,Madison,GA,GA Madison
1785,"Marion, GA"," ""13197""",75.336,98223,129227,Marion,GA,GA Marion
1847,"McDuffie, GA"," ""13189""",122.385,639123,770682,McDuffie,GA,GA McDuffie
1850,"McIntosh, GA"," ""13191""",96.927,216565,271892,McIntosh,GA,GA McIntosh
1895,"Meriwether, GA"," ""13199""",121.617,556314,705514,Meriwether,GA,GA Meriwether
1916,"Miller, GA"," ""13201""",115.454,190666,249495,Miller,GA,GA Miller
1933,"Mitchell, GA"," ""13205""",94.504,667935,805461,Mitchell,GA,GA Mitchell
1950,"Monroe, GA"," ""13207""",66.31,1258275,1610697,Monroe,GA,GA Monroe
1971,"Montgomery, GA"," ""13209""",89.527,120290,156452,Montgomery,GA,GA Montgomery
1997,"Morgan, GA"," ""13211""",155.557,902142,1131819,Morgan,GA,GA Morgan
2021,"Murray, GA"," ""13213""",108.329,1256594,1543265,Murray,GA,GA Murray
2025,"Muscogee, GA"," ""13215""",104.051,9674011,11926773,Muscogee,GA,GA Muscogee
2063,"Newton, GA"," ""13217""",123.951,2682411,3325071,Newton,GA,GA Newton
2103,"Oconee, GA"," ""13219""",168.16,1552005,1916029,Oconee,GA,GA Oconee
2109,"Oglethorpe, GA"," ""13221""",111.421,308455,332573,Oglethorpe,GA,GA Oglethorpe
2194,"Paulding, GA"," ""13223""",145.715,3083159,3915352,Paulding,GA,GA Paulding
2201,"Peach, GA"," ""13225""",124.731,860070,1009827,Peach,GA,GA Peach
2243,"Pickens, GA"," ""13227""",131.524,951082,1168415,Pickens,GA,GA Pickens
2246,"Pierce, GA"," ""13229""",120.463,381869,516742,Pierce,GA,GA Pierce
2253,"Pike, GA"," ""13231""",133.388,343556,426347,Pike,GA,GA Pike
2288,"Polk, GA"," ""13233""",115.803,1149302,1389798,Polk,GA,GA Polk
2339,"Pulaski, GA"," ""13235""",98.02,270415,324848,Pulaski,GA,GA Pulaski
2347,"Putnam, GA"," ""13237""",87.45,529927,695518,Putnam,GA,GA Putnam
2358,"Quitman, GA"," ""13239""",83.995,32260,39550,Quitman,GA,GA Quitman
2360,"Rabun, GA"," ""13241""",122.867,534464,687508,Rabun,GA,GA Rabun
2370,"Randolph, GA"," ""13243""",85.859,154061,198566,Randolph,GA,GA Randolph
2410,"Richmond, GA"," ""13245""",106.924,11127651,13676682,Richmond,GA,GA Richmond
2438,"Rockdale, GA"," ""13247""",123.501,3863974,4707334,Rockdale,GA,GA Rockdale
2525,"Schley, GA"," ""13249""",88.488,102171,131506,Schley,GA,GA Schley
2547,"Screven, GA"," ""13251""",85.828,289919,366445,Screven,GA,GA Screven
2554,"Seminole, GA"," ""13253""",90.993,267365,340763,Seminole,GA,GA Seminole
2630,"Spalding, GA"," ""13255""",102.953,1970684,2441123,Spalding,GA,GA Spalding
2678,"Stephens, GA"," ""13257""",121.652,911535,1081065,Stephens,GA,GA Stephens
2688,"Stewart, GA"," ""13259""",128.134,120019,144204,Stewart,GA,GA Stewart
2719,"Sumter, GA"," ""13261""",92.378,928777,1132732,Sumter,GA,GA Sumter
2737,"Talbot, GA"," ""13263""",112.161,122437,153727,Talbot,GA,GA Talbot
2739,"Taliaferro, GA"," ""13265""",122.733,27038,30622,Taliaferro,GA,GA Taliaferro
2749,"Tattnall, GA"," ""13267""",105.175,546290,640365,Tattnall,GA,GA Tattnall
2751,"Taylor, GA"," ""13269""",131.755,188755,240277,Taylor,GA,GA Taylor
2760,"Telfair, GA"," ""13271""",90.538,253886,322189,Telfair,GA,GA Telfair
2764,"Terrell, GA"," ""13273""",81.04,192441,251435,Terrell,GA,GA Terrell
2773,"Thomas, GA"," ""13275""",108.55,2017441,2525391,Thomas,GA,GA Thomas
2779,"Tift, GA"," ""13277""",115.467,1736642,2185908,Tift,GA,GA Tift
2798,"Toombs, GA"," ""13279""",100.912,890694,1134244,Toombs,GA,GA Toombs
2801,"Towns, GA"," ""13281""",114.28,339975,431568,Towns,GA,GA Towns
2809,"Treutlen, GA"," ""13283""",91.018,86342,108821,Treutlen,GA,GA Treutlen
2815,"Troup, GA"," ""13285""",112.362,3370484,3983911,Troup,GA,GA Troup
2823,"Turner, GA"," ""13287""",92.429,179309,237301,Turner,GA,GA Turner
2828,"Twiggs, GA"," ""13289""",172.315,264486,314090,Twiggs,GA,GA Twiggs
2840,"Union, GA"," ""13291""",126.554,754907,963261,Union,GA,GA Union
2858,"Upson, GA"," ""13293""",99.732,638939,794988,Upson,GA,GA Upson
2900,"Walker, GA"," ""13295""",109.869,1459109,1723810,Walker,GA,GA Walker
2909,"Walton, GA"," ""13297""",139.359,2588991,3242877,Walton,GA,GA Walton
2915,"Ware, GA"," ""13299""",103.351,1196985,1550979,Ware,GA,GA Ware
2916,"Warren, GA"," ""13301""",115.17,148775,193875,Warren,GA,GA Warren
2941,"Washington, GA"," ""13303""",93.512,541183,681505,Washington,GA,GA Washington
2975,"Wayne, GA"," ""13305""",119.147,982127,1182234,Wayne,GA,GA Wayne
2994,"Webster, GA"," ""13307""",84.603,50313,78078,Webster,GA,GA Webster
3017,"Wheeler, GA"," ""13309""",83.73,99456,122544,Wheeler,GA,GA Wheeler
3023,"White, GA"," ""13311""",126.753,845818,1030351,White,GA,GA White
3028,"Whitfield, GA"," ""13313""",112.831,5432339,6406809,Whitfield,GA,GA Whitfield
3038,"Wilcox, GA"," ""13315""",83.276,128782,159178,Wilcox,GA,GA Wilcox
3039,"Wilkes, GA"," ""13317""",109.499,287370,342637,Wilkes,GA,GA Wilkes
3042,"Wilkinson, GA"," ""13319""",131.591,583539,650827,Wilkinson,GA,GA Wilkinson
3085,"Worth, GA"," ""13321""",84.636,299768,383533,Worth,GA,GA Worth
1227,"Hawaii, HI"," ""15001""",112.385,7458530,9186858,Hawaii,HI,HI Hawaii
1284,"Honolulu, HI"," ""15003""",101.427,55363444,67383319,Honolulu,HI,HI Honolulu
1469,"Kauai, HI"," ""15007""",109.963,3378463,4169925,Kauai,HI,HI Kauai
1831,"Maui + Kalawao, HI*"," ""15901""",109.567,8340310,10356019,Maui + Kalawao,HI,HI Maui + Kalawao
4,"Adair, IA"," ""19001""",147.556,430503,560525,Adair,IA,IA Adair
9,"Adams, IA"," ""19003""",128.397,207934,249854,Adams,IA,IA Adams
38,"Allamakee, IA"," ""19005""",108.649,573076,679645,Allamakee,IA,IA Allamakee
73,"Appanoose, IA"," ""19007""",111.221,395869,488192,Appanoose,IA,IA Appanoose
104,"Audubon, IA"," ""19009""",129.419,290891,344505,Audubon,IA,IA Audubon
179,"Benton, IA"," ""19011""",129.491,901547,1137286,Benton,IA,IA Benton
207,"Black Hawk, IA"," ""19013""",87.55,7513102,9258520,Black Hawk,IA,IA Black Hawk
230,"Boone, IA"," ""19015""",105.161,1006742,1229603,Boone,IA,IA Boone
265,"Bremer, IA"," ""19017""",104.522,1043942,1268341,Bremer,IA,IA Bremer
295,"Buchanan, IA"," ""19019""",108.689,749966,925769,Buchanan,IA,IA Buchanan
300,"Buena Vista, IA"," ""19021""",107.056,1311448,1508644,Buena Vista,IA,IA Buena Vista
319,"Butler, IA"," ""19023""",100.683,494350,615243,Butler,IA,IA Butler
347,"Calhoun, IA"," ""19025""",104.794,424983,493683,Calhoun,IA,IA Calhoun
392,"Carroll, IA"," ""19027""",106.139,1246071,1498110,Carroll,IA,IA Carroll
412,"Cass, IA"," ""19029""",107.182,622321,785045,Cass,IA,IA Cass
432,"Cedar, IA"," ""19031""",109.245,640559,772054,Cedar,IA,IA Cedar
436,"Cerro Gordo, IA"," ""19033""",100.965,2240617,2756909,Cerro Gordo,IA,IA Cerro Gordo
467,"Cherokee, IA"," ""19035""",104.471,648133,756444,Cherokee,IA,IA Cherokee
483,"Chickasaw, IA"," ""19037""",117.314,627968,742846,Chickasaw,IA,IA Chickasaw
541,"Clarke, IA"," ""19039""",114.387,384201,460236,Clarke,IA,IA Clarke
549,"Clay, IA"," ""19041""",112.275,1029992,1209330,Clay,IA,IA Clay
564,"Clayton, IA"," ""19043""",121.331,820076,965461,Clayton,IA,IA Clayton
576,"Clinton, IA"," ""19045""",94.231,2120001,2636730,Clinton,IA,IA Clinton
663,"Crawford, IA"," ""19047""",87.731,720962,876888,Crawford,IA,IA Crawford
716,"Dallas, IA"," ""19049""",135.546,5228612,6631222,Dallas,IA,IA Dallas
731,"Davis, IA"," ""19051""",111.409,237836,297339,Davis,IA,IA Davis
755,"Decatur, IA"," ""19053""",107.798,189054,234102,Decatur,IA,IA Decatur
762,"Delaware, IA"," ""19055""",126.271,881490,1015824,Delaware,IA,IA Delaware
775,"Des Moines, IA"," ""19057""",104.93,1936224,2377828,Des Moines,IA,IA Des Moines
785,"Dickinson, IA"," ""19059""",124.407,1067394,1298100,Dickinson,IA,IA Dickinson
827,"Dubuque, IA"," ""19061""",117.303,6428433,7840579,Dubuque,IA,IA Dubuque
880,"Emmet, IA"," ""19063""",90.25,391097,461536,Emmet,IA,IA Emmet
917,"Fayette, IA"," ""19065""",101.656,725623,869257,Fayette,IA,IA Fayette
939,"Floyd, IA"," ""19067""",125.376,761194,922202,Floyd,IA,IA Floyd
961,"Franklin, IA"," ""19069""",113.499,641618,725681,Franklin,IA,IA Franklin
988,"Fremont, IA"," ""19071""",92.497,324019,425743,Fremont,IA,IA Fremont
1113,"Greene, IA"," ""19073""",122.711,526462,631952,Greene,IA,IA Greene
1136,"Grundy, IA"," ""19075""",107.645,539002,671119,Grundy,IA,IA Grundy
1146,"Guthrie, IA"," ""19077""",108.141,443362,542596,Guthrie,IA,IA Guthrie
1160,"Hamilton, IA"," ""19079""",113.661,768177,869800,Hamilton,IA,IA Hamilton
1175,"Hancock, IA"," ""19081""",112.701,837089,927131,Hancock,IA,IA Hancock
1192,"Hardin, IA"," ""19083""",87.862,793480,920837,Hardin,IA,IA Hardin
1211,"Harrison, IA"," ""19085""",98.602,437446,568516,Harrison,IA,IA Harrison
1248,"Henry, IA"," ""19087""",111.687,892825,1077010,Henry,IA,IA Henry
1301,"Howard, IA"," ""19089""",107.726,484258,553745,Howard,IA,IA Howard
1315,"Humboldt, IA"," ""19091""",102.721,459208,538062,Humboldt,IA,IA Humboldt
1331,"Ida, IA"," ""19093""",144.657,563854,756613,Ida,IA,IA Ida
1341,"Iowa, IA"," ""19095""",125.636,1102128,1300665,Iowa,IA,IA Iowa
1365,"Jackson, IA"," ""19097""",113.563,618355,743673,Jackson,IA,IA Jackson
1386,"Jasper, IA"," ""19099""",107.058,1159870,1431581,Jasper,IA,IA Jasper
1403,"Jefferson, IA"," ""19101""",110.127,669907,851489,Jefferson,IA,IA Jefferson
1436,"Johnson, IA"," ""19103""",110.802,8537932,10758024,Johnson,IA,IA Johnson
